TABLE DR5. C & O ISOTOPIC DATA FOR THE LOMFJORDEN AND LOWER HINLOPENSTRETET SUPERGROUP CARBONATES,,,,,,,,,,,,,
Sample Name,Section,Section Height (m),Group,Formation,Member,Composite Height (m),Sample Age (Ma),UID,Session,𝞭13CVPDB,𝞭13CVPDB standard error,𝞭18OVPDB,𝞭18OVPDB startdard error
SR-129.4,SR,129.4,Polarisbreen,Elbobreen,Russoya,5799.4,736.7406849,6407,20180709,7.22,0.005,-4.36,0.009
SR-129.4,SR,129.4,Polarisbreen,Elbobreen,Russoya,5799.4,736.7406849,21949,20240126,6.89,0.0061,-4.91,0.0076
SR-130,SR,130,Polarisbreen,Elbobreen,Russoya,5800,736.699589,6416,20180709,6.8,0.004,-4.96,0.004
SR-130,SR,130,Polarisbreen,Elbobreen,Russoya,5800,736.699589,21950,20240126,6.57,0.0054,-5.43,0.0091
SR-157,SR,157,Polarisbreen,Elbobreen,Russoya,5827,734.850274,6425,20180709,5.56,0.005,-5.66,0.012
SR-157,SR,157,Polarisbreen,Elbobreen,Russoya,5827,734.850274,21953,20240126,5.48,0.0082,-6.05,0.0038
SR-158,SR,158,Polarisbreen,Elbobreen,Russoya,5828,734.7817808,6465,20180710,6.3,0.005,-6.42,0.013
SR-158,SR,158,Polarisbreen,Elbobreen,Russoya,5828,734.7817808,6571,20180714,6.18,,-6.58,
SR-158,SR,158,Polarisbreen,Elbobreen,Russoya,5828,734.7817808,21954,20240126,6.16,0.0045,-6.58,0.0046
SR-158.9,SR,158.9,Polarisbreen,Elbobreen,Russoya,5828.9,734.720137,6399,20180709,6.22,0.009,-5.16,0.017
SR-158.9,SR,158.9,Polarisbreen,Elbobreen,Russoya,5828.9,734.720137,21955,20240126,6.12,0.0177,-5.49,0.0234
SR-163,SR,163,Polarisbreen,Elbobreen,Russoya,5833,734.4393151,6408,20180709,5.67,0.005,-7.42,0.007
SR-163,SR,163,Polarisbreen,Elbobreen,Russoya,5833,734.4393151,21956,20240126,6.13,0.0124,-7.48,0.0114
SR-178.2,SR,178.2,Polarisbreen,Elbobreen,Russoya,5848.2,733.3982192,2649,20170707,3.01,0.005,-5.29,0.006
SR-178.2,SR,178.2,Polarisbreen,Elbobreen,Russoya,5848.2,733.3982192,21957,20240126,2.44,0.0097,-5.82,0.0025
SR-179,SR,179,Polarisbreen,Elbobreen,Russoya,5849,733.3434247,2650,20170707,4.03,0.003,-6.6,0.006
SR-179,SR,179,Polarisbreen,Elbobreen,Russoya,5849,733.3434247,21958,20240126,3.39,0.0039,-7.78,0.0079
SR-180,SR,180,Polarisbreen,Elbobreen,Russoya,5850,733.2749315,2651,20170707,4.84,0.006,-6.67,0.01
SR-180,SR,180,Polarisbreen,Elbobreen,Russoya,5850,733.2749315,21959,20240126,4.18,0.0061,-7.89,0.006
SR-185A,SR,185,Polarisbreen,Elbobreen,Russoya,5855,732.9324658,3007,20171106,2.43,0.004,-6.22,0.005
PD5-0.25A,PD5,0.25,Polarisbreen,Elbobreen,Russoya,5855.175275,732.9204606,6344,20180707,3.05,0.1,-5.68,0.179
SR-186A,SR,186,Polarisbreen,Elbobreen,Russoya,5856,732.8639726,2990,20171106,2.73,0.005,-5.95,0.007
SR-187A,SR,187,Polarisbreen,Elbobreen,Russoya,5857,732.7954795,3021,20171106,2.03,0.006,-6.51,0.006
PD5-4A,PD5,4,Polarisbreen,Elbobreen,Russoya,5857.804396,732.7403839,6353,20180707,2.79,0.005,-4.6,0.004
PD5-4.5A,PD5,4.5,Polarisbreen,Elbobreen,Russoya,5858.154945,732.7163736,6362,20180707,3.66,0.009,-9.08,0.009
PD5-4.5B,PD5,4.5,Polarisbreen,Elbobreen,Russoya,5858.154945,732.7163736,6370,20180707,3.7,0.004,-8.94,0.005
PD5-4.5C,PD5,4.5,Polarisbreen,Elbobreen,Russoya,5858.154945,732.7163736,6378,20180707,2.64,0.008,-7.3,0.007
PD5-4.5-FLOAT-A,PD5,4.5,Polarisbreen,Elbobreen,Russoya,5858.154945,732.7163736,6384,20180707,3.86,0.003,-5.41,0.008
SR-188.2A,SR,188.2,Polarisbreen,Elbobreen,Russoya,5858.2,732.7132877,3017,20171106,2.57,0.003,-5.11,0.008
SR-188.9A,SR,188.9,Polarisbreen,Elbobreen,Russoya,5858.9,732.6653425,3028,20171106,2.64,0.002,-5.59,0.013
PD5-5.7A,PD5,5.7,Polarisbreen,Elbobreen,Russoya,5858.996264,732.6587491,6345,20180707,3.99,0.007,-4.61,0.013
PD5-5.7B,PD5,5.7,Polarisbreen,Elbobreen,Russoya,5858.996264,732.6587491,6354,20180707,4.52,0.005,-7.04,0.004
PD5-6A,PD5,6,Polarisbreen,Elbobreen,Russoya,5859.206593,732.6443429,6363,20180707,1.94,0.007,-6.48,0.031
PD5-6.2A,PD5,6.2,Polarisbreen,Elbobreen,Russoya,5859.346813,732.6347388,6373,20180707,2.19,0.008,-7.24,0.024
SR-190A,SR,190,Polarisbreen,Elbobreen,Russoya,5860,732.59,3014,20171106,2.2,0.007,-5.82,0.009
PD5-7.2A,PD5,7.2,Polarisbreen,Elbobreen,Russoya,5860.047912,732.5867184,6371,20180707,3.57,0.005,-5.05,0.005
PD5-8.2A,PD5,8.2,Polarisbreen,Elbobreen,Russoya,5860.749011,732.5386979,6379,20180707,3.81,0.012,-5.42,0.019
PD5-8.5A,PD5,8.5,Polarisbreen,Elbobreen,Russoya,5860.959341,732.5242917,6385,20180707,3.77,0.005,-5.06,0.009
PD5-9A,PD5,9,Polarisbreen,Elbobreen,Russoya,5861.30989,732.5002815,6347,20180707,4.33,0.006,-4.91,0.011
SR-192A,SR,192,Polarisbreen,Elbobreen,Russoya,5862,732.4530137,3012,20171106,2.92,0.006,-5.06,0.008
PD5-10A,PD5,10,Polarisbreen,Elbobreen,Russoya,5862.010989,732.452261,6356,20180707,4.66,0.004,-4.48,0.011
PD5-10.5A,PD5,10.5,Polarisbreen,Elbobreen,Russoya,5862.361538,732.4282508,6365,20180707,4.2,0.003,-5.47,0.015
SR-193A,SR,193,Polarisbreen,Elbobreen,Russoya,5863,732.3845205,3020,20171106,3.51,0.004,-6.07,0.007
PD5-11.5A,PD5,11.5,Polarisbreen,Elbobreen,Russoya,5863.062637,732.3802303,6381,20180707,4.02,0.006,-6.16,0.006
SR-194A,SR,194,Polarisbreen,Elbobreen,Russoya,5864,732.3160274,2999,20171106,3.46,0.002,-5.87,0.005
SR-195A,SR,195,Polarisbreen,Elbobreen,Russoya,5865,732.2475342,2995,20171106,4.01,0.004,-5.7,0.007
PD5-14.7A,PD5,14.7,Polarisbreen,Elbobreen,Russoya,5865.306154,732.2265648,6387,20180707,6.2,0.004,-5.56,0.008
PD5-15.2A,PD5,15.2,Polarisbreen,Elbobreen,Russoya,5865.656703,732.2025546,6349,20180707,4.92,0.012,-5.86,0.013
SR-196.1A,SR,196.1,Polarisbreen,Elbobreen,Russoya,5866.1,732.1721918,3026,20171106,4.27,0.003,-4.44,0.01
SR-197A,SR,197,Polarisbreen,Elbobreen,Russoya,5867,732.1105479,3022,20171106,4.36,0.007,-5.71,0.009
SR-198A,SR,198,Polarisbreen,Elbobreen,Russoya,5868,732.0420548,3015,20171106,4.84,0.003,-5.62,0.004
PD5-19A,PD5,19,Polarisbreen,Elbobreen,Russoya,5868.320879,732.0200768,6358,20180707,3.87,0.009,-5.85,0.012
SR-199A,SR,199,Polarisbreen,Elbobreen,Russoya,5869,731.9735616,3006,20171106,5.11,0.007,-5.17,0.008
SR-201A,SR,201,Polarisbreen,Elbobreen,Russoya,5871,731.8365753,3000,20171106,5.32,0.003,-5.03,0.005
SR-202A,SR,202,Polarisbreen,Elbobreen,Russoya,5872,731.7680822,2991,20171106,5.08,0.006,-5.12,0.015
SR-202A,SR,202,Polarisbreen,Elbobreen,Russoya,5872,731.7680822,7319,20180910,-0.18,0.004,-15.45,0.005
SR-203A,SR,203,Polarisbreen,Elbobreen,Russoya,5873,731.699589,3029,20171106,5.16,0.011,-5.69,0.008
SR-204A,SR,204,Polarisbreen,Elbobreen,Russoya,5874,731.6310959,3024,20171106,5.24,0.004,-4.68,0.011
PD5-27.5A,PD5,27.5,Polarisbreen,Elbobreen,Russoya,5874.28022,731.6119028,6367,20180707,2.94,0.002,-1.94,0.009
PD5-27.5B,PD5,27.5,Polarisbreen,Elbobreen,Russoya,5874.28022,731.6119028,6375,20180707,3.58,0.004,-3.31,0.013
PD5-28.1A,PD5,28.1,Polarisbreen,Elbobreen,Russoya,5874.700879,731.5830905,2992,20171106,3.22,0.007,-5.39,0.008
PD5-28.1A,PD5,28.1,Polarisbreen,Elbobreen,Russoya,5874.700879,731.5830905,6346,20180707,2.99,0.018,-5.89,0.014
SR-205.4A,SR,205.4,Polarisbreen,Elbobreen,Russoya,5875.4,731.5352055,3018,20171106,5.11,0.007,-1.87,0.011
SR-206A,SR,206,Polarisbreen,Elbobreen,Russoya,5876,731.4941096,3010,20171106,4.66,0.006,-5.31,0.01
PD5-31.3A,PD5,31.3,Polarisbreen,Elbobreen,Russoya,5876.944396,731.429425,3003,20171106,2.93,0.01,-4.73,0.012
SR-207A,SR,207,Polarisbreen,Elbobreen,Russoya,5877,731.4256164,3002,20171106,3.9,0.005,-4.73,0.003
SR-208A,SR,208,Polarisbreen,Elbobreen,Russoya,5878,731.3571233,7315,20180910,3.47,0.006,-8.13,0.007
PD5-32.95A,PD5,32.95,Polarisbreen,Elbobreen,Russoya,5878.101209,731.3501912,2997,20171106,2.15,0.004,-4.99,0.007
SR-209A,SR,209,Polarisbreen,Elbobreen,Russoya,5879,731.2886301,2998,20171106,3.38,0.003,-2.8,0.008
PD5-35A,PD5,35,Polarisbreen,Elbobreen,Russoya,5879.538462,731.2517492,2994,20171106,0.8,0.01,-0.9,0.007
PD5-36A,PD5,36,Polarisbreen,Elbobreen,Russoya,5880.23956,731.2037287,3016,20171106,0.55,0.008,-1.17,0.009
SR-211A,SR,211,Polarisbreen,Elbobreen,Russoya,5881,731.1516438,2993,20171106,2.54,0.004,-4.63,0.007
PD5-38A,PD5,38,Polarisbreen,Elbobreen,Russoya,5881.641758,731.1076878,3027,20171106,-2.2,0.003,-5.62,0.009
PD5-39.5A,PD5,39.5,Polarisbreen,Elbobreen,Russoya,5882.693407,731.0356571,3001,20171106,1.77,0.008,-3.45,0.006
SR-213A,SR,213,Polarisbreen,Elbobreen,Russoya,5883,731.0146575,2989,20171106,3.41,0.007,-3.1,0.007
PD5-40.9A,PD5,40.9,Polarisbreen,Elbobreen,Russoya,5883.674945,730.9684284,3025,20171106,2.47,0.002,-2.62,0.008
SR-214A,SR,214,Polarisbreen,Elbobreen,Russoya,5884,730.9461644,7318,20180910,2.28,0.008,-5.9,0.005
PD5-42.2A,PD5,42.2,Polarisbreen,Elbobreen,Russoya,5884.586374,730.9060018,3013,20171106,0.16,0.006,-1.72,0.009
SR-215.2A,SR,215.2,Polarisbreen,Elbobreen,Russoya,5885.2,730.8639726,7320,20180910,0.66,0.01,-7.32,0.006
SR-216,SR,216,Polarisbreen,Elbobreen,Russoya,5886,730.8091781,7314,20180910,4.1,0.008,-4.92,0.013
PD5-45A,PD5,45,Polarisbreen,Elbobreen,Russoya,5886.549451,730.7715445,3005,20171106,1.37,0.01,-3.59,0.005
SR-217,SR,217,Polarisbreen,Elbobreen,Russoya,5887,730.7406849,2652,20170707,2.39,0.005,-4.56,0.009
SR-217,SR,217,Polarisbreen,Elbobreen,Russoya,5887,730.7406849,21960,20240126,2.04,0.0132,-5.81,0.0079
PD5-47A,PD5,47,Polarisbreen,Elbobreen,Russoya,5887.951648,730.6755035,3023,20171106,2.19,0.004,-2.04,0.006
SR-220.2,SR,220.2,Polarisbreen,Elbobreen,Russoya,5890.2,730.5215068,2655,20170707,2,0.003,-2.58,0.01
SR-220.2,SR,220.2,Polarisbreen,Elbobreen,Russoya,5890.2,730.5215068,21965,20240126,1.62,0.0086,-3.92,0.007
SR-221,SR,221,Polarisbreen,Elbobreen,Russoya,5891,730.4667123,2656,20170707,1.37,0.005,-4.74,0.005
SR-221,SR,221,Polarisbreen,Elbobreen,Russoya,5891,730.4667123,21966,20240126,1.09,0.0136,-5.96,0.0064
SR-222,SR,222,Polarisbreen,Elbobreen,Russoya,5892,730.3982192,2658,20170707,0.52,0.007,-4.67,0.013
SR-222,SR,222,Polarisbreen,Elbobreen,Russoya,5892,730.3982192,21967,20240126,0.29,0.0077,-5.6,0.0064
SR-224,SR,224,Polarisbreen,Elbobreen,Russoya,5894,730.2612329,2659,20170707,-0.21,0.004,-3.04,0.008
SR-224,SR,224,Polarisbreen,Elbobreen,Russoya,5894,730.2612329,21968,20240126,-0.32,0.0137,-4.39,0.0058
SR-225,SR,225,Polarisbreen,Elbobreen,Russoya,5895,730.1927397,2660,20170707,-0.54,0.004,-3.92,0.004
SR-225,SR,225,Polarisbreen,Elbobreen,Russoya,5895,730.1927397,25363,20240920,-0.87,0.0056,-4.53,0.008
SR-226,SR,226,Polarisbreen,Elbobreen,Russoya,5896,730.1242466,2661,20170707,-1.35,0.007,-3.76,0.009
SR-226,SR,226,Polarisbreen,Elbobreen,Russoya,5896,730.1242466,25364,20240920,-1.6,0.0241,-5.06,0.0315
SR-227,SR,227,Polarisbreen,Elbobreen,Russoya,5897,730.0557534,6609,20180716,-1.45,0.006,-4.82,0.015
SR-227,SR,227,Polarisbreen,Elbobreen,Russoya,5897,730.0557534,25365,20240920,-1.26,0.0207,-4.6,0.0217
SR-228,SR,228,Polarisbreen,Elbobreen,Russoya,5898,729.9872603,6610,20180716,-1.74,0.007,-4.43,0.006
SR-228,SR,228,Polarisbreen,Elbobreen,Russoya,5898,729.9872603,25366,20240920,-1.62,0.0262,-3.98,0.0344
SR-229,SR,229,Polarisbreen,Elbobreen,Russoya,5899,729.9187671,6611,20180716,-2.09,0.008,-4.73,0.017
SR-229,SR,229,Polarisbreen,Elbobreen,Russoya,5899,729.9187671,25367,20240920,-2.3,0.004,-4.38,0.0065
SR-230,SR,230,Polarisbreen,Elbobreen,Russoya,5900,729.850274,6612,20180716,-2.54,0.006,-4.74,0.01
SR-230,SR,230,Polarisbreen,Elbobreen,Russoya,5900,729.850274,25368,20240920,-2.34,0.0055,-4.39,0.0041
SR-233,SR,233,Polarisbreen,Elbobreen,Russoya,5903,729.6447945,6613,20180716,-3.56,0.012,-5.11,0.019
SR-233,SR,233,Polarisbreen,Elbobreen,Russoya,5903,729.6447945,25369,20240920,-3.31,0.0058,-4.82,0.0064
PD5-76_9a-F,PD5,76.9,Polarisbreen,Elbobreen,Russoya,5908.914505,729.2396914,7275,20180909,-1.15,0.006,0.28,0.008
PD5-76_9a-E01,PD5,76.9,Polarisbreen,Elbobreen,Russoya,5908.914505,729.2396914,7276,20180909,-3.7,0.004,7.43,0.008
PD5-76_9a-G,PD5,76.9,Polarisbreen,Elbobreen,Russoya,5908.914505,729.2396914,7282,20180909,-4.95,0.004,1.7,0.007
PD5-76_9a-E02,PD5,76.9,Polarisbreen,Elbobreen,Russoya,5908.914505,729.2396914,7288,20180909,-3.69,0.002,7.47,0.016
PD5-76_9a-H,PD5,76.9,Polarisbreen,Elbobreen,Russoya,5908.914505,729.2396914,7291,20180909,3.06,0.002,0.21,0.005
PD5-76_9a-E03,PD5,76.9,Polarisbreen,Elbobreen,Russoya,5908.914505,729.2396914,7300,20180910,-2.87,0.006,8.51,0.007
PD5-76_9a-I,PD5,76.9,Polarisbreen,Elbobreen,Russoya,5908.914505,729.2396914,7304,20180910,-3.58,0.004,5.1,0.014
PD5-76_9a-E04,PD5,76.9,Polarisbreen,Elbobreen,Russoya,5908.914505,729.2396914,7307,20180910,-2.85,0.005,8.65,0.01
PD5-76_9a-E05,PD5,76.9,Polarisbreen,Elbobreen,Russoya,5908.914505,729.2396914,7312,20180910,-2.86,0.002,8.57,0.008
PD5-78-A01,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7233,20180908,-4.78,0.007,5.43,0.01
PD5-78-A05,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7234,20180908,-5.02,0.008,1.41,0.012
PD5-78-E13,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7235,20180908,-4.61,0.007,5,0.009
PD5-78-F16,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7236,20180908,-4.62,0.017,4.66,0.012
PD5-78-A38,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7237,20180908,-3.74,0.006,11.23,0.008
PD5-78-F13,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7240,20180908,-4.67,0.008,4.6,0.011
PD5-78-G,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7241,20180908,-3.86,0.004,11.79,0.006
PD5-78-E20,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7242,20180908,-4.58,0.005,5.37,0.004
PD5-78-F14,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7243,20180908,-4.67,0.004,5.41,0.008
PD5-78-A39,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7244,20180908,-3.8,0.006,10.65,0.007
PD5-78-E17,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7245,20180908,-4.72,0.005,4.27,0.009
PD5-78-I,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7247,20180908,-4.23,0.006,7.88,0.004
PD5-78-E14,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7249,20180908,-4.65,0.004,4.95,0.007
PD5-78-F17,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7250,20180908,-4.74,0.006,3.61,0.009
PD5-78-J15,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7251,20180908,-4.53,0.005,3.89,0.013
PD5-78-Z38,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7252,20180908,-3.88,0.005,9.73,0.008
PD5-78-E18,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7255,20180908,-4.64,0.009,2.09,0.007
PD5-78-H28,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7256,20180908,-4.27,0.003,7.48,0.011
PD5-78-E15,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7258,20180908,-4.56,0.006,4.74,0.008
PD5-78-K34,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7259,20180908,-4.26,0.005,8.02,0.011
PD5-78-G30,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7260,20180908,-4.75,0.005,4.78,0.007
PD5-78-H,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7261,20180908,-4.25,0.005,7.94,0.006
PD5-78-F18,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7263,20180908,-4.62,0.016,1.71,0.01
PD5-78-L33,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7265,20180908,-4.6,0.006,0.72,0.01
PD5-78-E19,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7269,20180909,-4.66,0.006,2.86,0.014
PD5-78-F15,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7271,20180909,-4.67,0.005,4.13,0.013
PD5-78-C23,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7272,20180909,-3.95,0.006,5.87,0.007
PD5-78-G04,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7277,20180909,-4.71,0.006,5.48,0.012
PD5-78-H29,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7278,20180909,-4.09,0.004,8.88,0.003
PD5-78-A14,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7279,20180909,-4.59,0.005,4.73,0.007
PD5-78-B14,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7283,20180909,-4.66,0.003,4.76,0.007
PD5-78-G02,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7285,20180909,-4.82,0.006,3.21,0.009
PD5-78-G03,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7286,20180909,-4.74,0.003,5.15,0.009
PD5-78-F19,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7289,20180909,-4.62,0.004,2.85,0.004
PD5-78-G15,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7290,20180909,-5.15,0.006,-2.42,0.006
PD5-78-H02,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7292,20180909,-4.76,0.004,3.81,0.008
PD5-78-H03,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7298,20180910,-3.78,0.004,6.62,0.009
PD5-78-A16,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7299,20180910,-3.79,0.002,5.25,0.008
PD5-78-B34,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7301,20180910,-3.4,0.006,5.18,0.009
PD5-78-I02,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7302,20180910,-3.95,0.006,5.03,0.009
PD5-78-H04,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7305,20180910,-3.85,0.004,6.7,0.003
PD5-78-I04,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7306,20180910,-3.86,0.007,6.68,0.009
PD5-78-I03,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7308,20180910,-3.9,0.005,6.44,0.01
PD5-78-B16,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7311,20180910,-3.86,0.004,4.99,0.001
PD5-78-E16,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,7313,20180910,-3.81,0.005,4.93,0.008
PD5-78b-A,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,8887,20181228,-2.34,0.004,-1.56,0.009
PD5-78b-B,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,8890,20181228,-4.63,0.005,1.62,0.008
PD5-78b-C,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,8891,20181228,-3.91,0.005,-1.66,0.008
PD5-78b-E,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,8892,20181228,-4.8,0.004,3.42,0.008
PD5-78b-F,PD5,78,Polarisbreen,Elbobreen,Russoya,5909.685714,729.1868689,8893,20181228,-4.88,0.005,2.84,0.011
PD5-80b-A,PD5,80,Polarisbreen,Elbobreen,Russoya,5911.087912,729.0908279,8880,20181228,5.31,0.003,0.08,0.005
PD5-80b-B,PD5,80,Polarisbreen,Elbobreen,Russoya,5911.087912,729.0908279,8881,20181228,5.09,0.007,0.72,0.013
PD5-80b-C,PD5,80,Polarisbreen,Elbobreen,Russoya,5911.087912,729.0908279,8882,20181228,-4.96,0.003,-0.68,0.007
PD5-80b-D,PD5,80,Polarisbreen,Elbobreen,Russoya,5911.087912,729.0908279,8883,20181228,-5.11,0.004,1.02,0.009
PD5-80b-E,PD5,80,Polarisbreen,Elbobreen,Russoya,5911.087912,729.0908279,8884,20181228,-3.26,0.002,-2.48,0.007
PD5-80b-F,PD5,80,Polarisbreen,Elbobreen,Russoya,5911.087912,729.0908279,8885,20181228,2.07,0.003,0.3,0.006
PD5-80b-G,PD5,80,Polarisbreen,Elbobreen,Russoya,5911.087912,729.0908279,8886,20181228,0.3,0.003,5.96,0.009
PD5-81b-A,PD5,81,Polarisbreen,Elbobreen,Russoya,5911.789011,729.0428075,8860,20181228,3.77,0.007,0.27,0.011
PD5-81b-B,PD5,81,Polarisbreen,Elbobreen,Russoya,5911.789011,729.0428075,8861,20181228,-4.04,0.006,-0.37,0.01
PD5-81b-C,PD5,81,Polarisbreen,Elbobreen,Russoya,5911.789011,729.0428075,8862,20181228,4.26,0.007,-0.18,0.013
PD5-81b-D,PD5,81,Polarisbreen,Elbobreen,Russoya,5911.789011,729.0428075,8863,20181228,2.82,0.007,-0.07,0.003
PD5-81b-E,PD5,81,Polarisbreen,Elbobreen,Russoya,5911.789011,729.0428075,8864,20181228,2.89,0.004,3.13,0.009
PD5-81b-F,PD5,81,Polarisbreen,Elbobreen,Russoya,5911.789011,729.0428075,8865,20181228,6.73,0.006,1.05,0.007
PD5-81b-G,PD5,81,Polarisbreen,Elbobreen,Russoya,5911.789011,729.0428075,8866,20181228,-3.53,0.005,-2.1,0.008
PD5-81b-H,PD5,81,Polarisbreen,Elbobreen,Russoya,5911.789011,729.0428075,8867,20181228,3.81,0.002,0.29,0.01
PD5-81b-I,PD5,81,Polarisbreen,Elbobreen,Russoya,5911.789011,729.0428075,8870,20181228,4.1,0.006,0.08,0.008
PD5-81b-J,PD5,81,Polarisbreen,Elbobreen,Russoya,5911.789011,729.0428075,8871,20181228,-3.32,0.006,0.64,0.004
PD5-91-E,PD5,91,Polarisbreen,Elbobreen,Russoya,5918.8,728.5626027,7248,20180908,-0.42,0.004,-2.62,0.005
PD5-91-F,PD5,91,Polarisbreen,Elbobreen,Russoya,5918.8,728.5626027,7257,20180908,-2.17,0.01,-2.21,0.013
PD5-91-G,PD5,91,Polarisbreen,Elbobreen,Russoya,5918.8,728.5626027,7264,20180908,5.35,0.007,0.34,0.009
PD5-91-J,PD5,91,Polarisbreen,Elbobreen,Russoya,5918.8,728.5626027,7266,20180908,0.74,0.006,-1.6,0.007
PD5-91-K,PD5,91,Polarisbreen,Elbobreen,Russoya,5918.8,728.5626027,7270,20180909,1.02,0.007,-0.94,0.017
PD5-91-H,PD5,91,Polarisbreen,Elbobreen,Russoya,5918.8,728.5626027,7273,20180909,5.2,0.005,0.39,0.01
PD5-91-I,PD5,91,Polarisbreen,Elbobreen,Russoya,5918.8,728.5626027,7284,20180909,3.52,0.004,-0.41,0.008
PD5-91b-L,PD5,91,Polarisbreen,Elbobreen,Russoya,5918.8,728.5626027,8872,20181228,2.19,0.005,2.55,0.008
PD5-91b-M,PD5,91,Polarisbreen,Elbobreen,Russoya,5918.8,728.5626027,8873,20181228,3.19,0.004,1.07,0.012
PD5-91b-N,PD5,91,Polarisbreen,Elbobreen,Russoya,5918.8,728.5626027,8874,20181228,6.25,0.005,0.88,0.008
PD5-91b-O,PD5,91,Polarisbreen,Elbobreen,Russoya,5918.8,728.5626027,8875,20181228,4.16,0.004,-0.1,0.002
PD5-91b-P,PD5,91,Polarisbreen,Elbobreen,Russoya,5918.8,728.5626027,8876,20181228,2.65,0.003,3.4,0.006
PD5-91b-Q,PD5,91,Polarisbreen,Elbobreen,Russoya,5918.8,728.5626027,8877,20181228,-2.75,0.005,-0.78,0.009
SR-255.6-D,SR,255.6,Polarisbreen,Elbobreen,Petrovbreen,5925.6,665.0,6348,20180707,-3.02,0.008,-3.67,0.006
SR-255.6-C,SR,255.6,Polarisbreen,Elbobreen,Petrovbreen,5925.6,665.0,6350,20180707,4.09,0.004,-2.99,0.006
SR-255.6-E,SR,255.6,Polarisbreen,Elbobreen,Petrovbreen,5925.6,665.0,6355,20180707,-3,0.013,-3.71,0.016
SR-255.6-F,SR,255.6,Polarisbreen,Elbobreen,Petrovbreen,5925.6,665.0,6364,20180707,-3.02,0.01,-4.01,0.011
