TABLE DR5. C & O ISOTOPIC DATA FOR THE LOMFJORDEN AND LOWER HINLOPENSTRETET SUPERGROUP CARBONATES,,,,,,,,,,,,,
Sample Name,Section,Section Height (m),Group,Formation,Member,Composite Height (m),Sample Age (Ma),UID,Session,𝞭13CVPDB,𝞭13CVPDB standard error,𝞭18OVPDB,𝞭18OVPDB startdard error
J1623-231,J1623,231,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4671.168342,806.7555036,25327,20240920,4.69,0.0089,-7.67,0.0129
J1623-231.8,J1623,231.8,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4672.176717,806.3170796,25328,20240920,4.71,0.0056,-7.96,0.0103
G5-138.9,G5,138.9,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4672.2,806.3069565,14108,20210704,-1.64,0.0039,-5.37,0.0099
J1623-231.9,J1623,231.9,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4672.302764,806.2622766,25329,20240920,5.33,0.0034,-4.9,0.0027
R1-41.2,R1,41.2,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4672.646477,806.112836,7430,20180918,-1.35,0.003,-7.74,0.01
J1623-233,J1623,233,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4673.68928,805.6594436,25330,20240920,5.13,0.0224,-7.68,0.0262
R1-43,R1,43,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4673.70142,805.654165,7431,20180918,-1.05,0.004,-7.64,0.006
J1623-233.6,J1623,233.6,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4674.445561,805.3306256,25331,20240920,5.18,0.0148,-7.9,0.0282
R1-45.2,R1,45.2,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4674.990795,805.0935672,7433,20180918,-1.46,0.006,-8.13,0.01
J1623-234.2,J1623,234.2,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4675.201843,805.0018076,25334,20240920,5.45,0.0277,-7.16,0.0467
J1623-234.3,J1623,234.3,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4675.327889,804.9470046,25335,20240920,5.16,0.0049,-7.46,0.0056
G5-142.1,G5,142.1,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4675.4,804.9156522,14109,20210704,-1.29,0.0034,-7.7,0.0025
R1-47.9,R1,47.9,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4676.57321,804.4055608,7434,20180918,-0.56,0.007,-7.87,0.007
J1623-235.5,J1623,235.5,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4676.840452,804.2893686,25336,20240920,5.78,0.0044,-6.39,0.0081
R1-49.1,R1,49.1,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4677.276506,804.0997801,7435,20180918,-1.11,0.005,-7.77,0.012
J1623-236.1,J1623,236.1,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4677.596734,803.9605506,25337,20240920,5.57,0.0027,-7.43,0.0088
J1623-236.5,J1623,236.5,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4678.100921,803.7413386,25338,20240920,5.4,0.0046,-7.9,0.0035
R1-51.1,R1,51.1,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4678.448665,803.5901458,7437,20180918,-1.13,0.003,-8.15,0.008
G5-145.3,G5,145.3,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4678.6,803.5243478,14110,20210704,-1.21,0.0038,-7.74,0.0043
J1623-237.1,J1623,237.1,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4678.857203,803.4125206,25339,20240920,4.93,0.0356,-8.78,0.0676
J1623-237.6,J1623,237.6,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4679.487437,803.1385056,25342,20240920,5.62,0.0043,-7.73,0.0074
R1-53.4,R1,53.4,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4679.796648,803.0040662,7432,20180918,-1.37,0.006,-7.91,0.012
J1623-238.1,J1623,238.1,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4680.117672,802.8644906,25343,20240920,5.57,0.0083,-7.83,0.0107
R1-55,R1,55,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4680.734375,802.5963587,7500,20180920,-1.11,0.008,-5.76,0.007
G5-147.5,G5,147.5,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4680.8,802.5678261,14111,20210704,-1.36,0.0023,-8.36,0.0058
J1623-238.7,J1623,238.7,Akademikerbreen,Grusdievbreen,upper Grusdievbreen,4680.873953,802.5356726,25344,20240920,5.97,0.0147,-6.04,0.0163
J1623-239.1,J1623,239.1,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4681.378141,802.4085539,25345,20240920,5.76,0.0243,-7.67,0.0334
R1-57,R1,57,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4681.906534,802.3868093,7438,20180918,-0.5,0.004,-7.7,0.005
J1623-239.8,J1623,239.8,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4682.260469,802.3722441,25346,20240920,5.66,0.0159,-7.56,0.0286
J1623-240.4,J1623,240.4,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4683.01675,802.3411214,25347,20240920,5.66,0.0065,-7.65,0.0124
R1-59,R1,59,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4683.078693,802.3385723,7439,20180918,-0.46,0.004,-7.91,0.01
J1623-240.7,J1623,240.7,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4683.394891,802.32556,25348,20240920,5.61,0.0044,-7.31,0.0152
R1-61.3,R1,61.3,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4684.426676,802.2830997,7441,20180918,-0.73,0.004,-7.79,0.009
R1-63,R1,63,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4685.423011,802.2420983,7442,20180918,-0.69,0.005,-8.11,0.004
R1-65.1,R1,65.1,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4686.653778,802.1914494,7445,20180918,-0.64,0.002,-7.95,0.01
R1-72.1,R1,72.1,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4690.756335,802.0226199,7446,20180918,-0.8,0.008,-7.63,0.014
R1-73.1,R1,73.1,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4691.342415,801.9985014,7447,20180918,-0.55,0.005,-7.1,0.006
R1-75.4,R1,75.4,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4692.690398,801.9430289,7443,20180918,-0.48,0.005,-7.51,0.007
R1-77,R1,77,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4693.628125,801.9044393,7440,20180918,-0.49,0.006,-7.36,0.01
R1-83,R1,83,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4697.144602,801.7597283,7448,20180918,-0.11,0.003,-7.64,0.011
R1-88.1,R1,88.1,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4700.133608,801.636724,7450,20180918,0.02,0.006,-8.03,0.016
R1-90.1,R1,90.1,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4701.305767,801.588487,7451,20180918,0.02,0.005,-7.9,0.007
R1-90.1,R1,90.1,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4701.305767,801.588487,7456,20180919,0.02,0.005,-7.88,0.017
R1-92,R1,92,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4702.419318,801.5426618,7457,20180919,-0.01,0.006,-8.29,0.011
R1-94,R1,94,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4703.591477,801.4944248,7458,20180919,-0.07,0.005,-8.09,0.013
R1-96-GREY,R1,96,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4704.763636,801.4461878,7460,20180919,-1.19,0.002,-7.53,0.007
R1-96-BROWN,R1,96,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4704.763636,801.4461878,7461,20180919,0.56,0.008,-7.89,0.007
R1-98,R1,98,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4705.935795,801.3979508,7459,20180919,-0.49,0.003,-7.57,0.011
R1-100,R1,100,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4707.107955,801.3497138,7449,20180918,-0.35,0.009,-7.66,0.003
R1-101,R1,101,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4707.694034,801.3255953,7464,20180919,-0.05,0.006,-7.98,0.005
R1-104,R1,104,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4709.452273,801.2532398,7465,20180919,-0.32,0.006,-7.59,0.008
R1-106,R1,106,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4710.624432,801.2050028,7466,20180919,-0.34,0.009,-7.3,0.01
R1-109,R1,109,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4712.38267,801.1326473,7468,20180919,-0.63,0.009,-7.27,0.01
R1-111.1,R1,111.1,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4713.613438,801.0819985,7469,20180919,-0.48,0.007,-7.5,0.008
R1-113,R1,113,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4714.726989,801.0361733,7470,20180919,-0.26,0.008,-7.87,0.01
G7-8,G7,8,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4715.8,800.9920165,13238,20210412,-3.08,0.0089,-4.76,0.0084
R1-114.9,R1,114.9,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4715.84054,800.9903482,7472,20180919,-0.29,0.003,-8.05,0.009
R1-116.2,R1,116.2,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4716.602443,800.9589941,7467,20180919,0.03,0.006,-7.28,0.009
R1-117.9,R1,117.9,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4717.598778,800.9179927,7462,20180919,-0.05,0.009,-7.74,0.013
G7-10,G7,10,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4717.8,800.9097119,13239,20210412,-2.61,0.0051,-5.36,0.0101
R1-119.9,R1,119.9,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4718.770938,800.8697557,7473,20180919,0.1,0.006,-7.93,0.009
R1-121,R1,121,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4719.415625,800.8432253,7474,20180919,-0.09,0.005,-7.88,0.011
R1-123.2,R1,123.2,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4720.705,800.7901646,7476,20180919,-0.02,0.007,-7.49,0.013
R1-125.1,R1,125.1,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4721.818551,800.7443395,7477,20180919,0.09,0.004,-7.63,0.011
R1-127,R1,127,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4722.932102,800.6985143,7478,20180919,-0.18,0.007,-8.31,0.006
R1-128.8-L-GREY,R1,128.8,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4723.987045,800.655101,7480,20180919,-0.46,0.006,-7.19,0.009
R1-128.8-D-GREY,R1,128.8,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4723.987045,800.655101,7481,20180919,-0.42,0.003,-7.38,0.006
G7-17,G7,17,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4724.8,800.6216461,13240,20210412,-7.16,0.0247,-14.72,0.0342
R1-130.4,R1,130.4,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4724.924773,800.6165114,7482,20180919,-0.18,0.005,-8.08,0.007
G7-18,G7,18,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4725.8,800.5804938,13241,20210412,-3.04,0.0053,-6.82,0.0046
R1-132.2,R1,132.2,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4725.979716,800.5730981,7475,20180919,-0.73,0.006,-7.68,0.007
R1-135.1,R1,135.1,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4727.679347,800.5031545,7484,20180919,-0.42,0.005,-7.16,0.013
R1-136.9,R1,136.9,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4728.73429,800.4597412,7485,20180919,-0.31,0.009,-6.56,0.016
R1-139,R1,139,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4729.965057,800.4090923,7486,20180919,-0.04,0.004,-6.67,0.006
G7-23,G7,23,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4730.8,800.3747325,13242,20210412,-2.66,0.0054,-4.55,0.0069
R1-141.1,R1,141.1,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4731.195824,800.3584435,7501,20180920,-0.04,0.006,-8.01,0.01
R1-143,R1,143,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4732.309375,800.3126183,7502,20180920,0.23,0.007,-6.08,0.013
R1-145,R1,145,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4733.481534,800.2643813,7503,20180920,-0.16,0.005,-7.57,0.013
G7-27,G7,27,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4734.8,800.2101235,13243,20210412,-3.25,0.004,-7.15,0.0148
R1-147.9,R1,147.9,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4735.181165,800.1944377,7504,20180920,-1.27,0.004,-7.44,0.008
G7-28,G7,28,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4735.8,800.1689712,13244,20210412,-2.89,0.0098,-6.98,0.0179
R1-149.9,R1,149.9,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4736.353324,800.1462007,7505,20180920,-0.2,0.006,-7.28,0.008
R1-150.8,R1,150.8,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4736.880795,800.124494,7483,20180919,0.13,0.008,-7.45,0.014
R1-152,R1,152,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4737.584091,800.0955518,7507,20180920,-1.06,0.005,-7.62,0.005
R1-154,R1,154,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4738.75625,800.0473148,7508,20180920,-1.11,0.009,-7.31,0.013
G7-31.5,G7,31.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4739.3,800.0249383,13245,20210412,-2.48,0.0081,-7.21,0.0084
R1-156.1,R1,156.1,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4739.987017,799.996666,7510,20180920,0.05,0.007,-7.31,0.013
R1-158.1,R1,158.1,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4741.159176,799.948429,7511,20180920,0.08,0.006,-7.36,0.014
R1-160,R1,160,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4742.272727,799.9026038,7513,20180920,-0.07,0.005,-8.04,0.012
G7-34.5,G7,34.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4742.3,799.9014815,13246,20210412,-1.44,0.0026,-5.15,0.0114
R1-162.2,R1,162.2,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4743.562102,799.8495431,7512,20180920,-0.03,0.008,-7.03,0.012
R1-164.2,R1,164.2,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4744.734261,799.8013061,7514,20180920,-0.7,0.003,-7.04,0.004
R1-166,R1,166,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4745.789205,799.7578928,7515,20180920,-1.45,0.006,-7.36,0.011
G7-38.5,G7,38.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4746.3,799.7368724,13249,20210412,-1.76,0.007,-4.85,0.012
R1-168.1,R1,168.1,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4747.019972,799.707244,7509,20180920,-1.35,0.005,-7.24,0.018
R1-170,R1,170,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4748.133523,799.6614188,7516,20180920,-1.25,0.007,-7.08,0.011
R1-172,R1,172,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4749.305682,799.6131818,7518,20180920,-0.76,0.005,-7.51,0.013
R1-174,R1,174,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4750.477841,799.5649448,7519,20180920,-0.04,0.005,-7.03,0.007
G7-43,G7,43,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4750.8,799.5516872,13250,20210412,-2.05,0.0072,-6.15,0.0106
R1-176,R1,176,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4751.65,799.5167078,7520,20180920,-1.89,0.003,-7.11,0.01
G7-44,G7,44,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4751.8,799.510535,13251,20210412,-2.41,0.0088,-6.02,0.0126
G7-45,G7,45,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4752.8,799.4693827,13252,20210412,-2.34,0.0037,-5.7,0.0108
R1-178.2,R1,178.2,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4752.939375,799.4636471,7522,20180920,-1.75,0.005,-7.06,0.005
G7-45.5,G7,45.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4753.3,799.4488066,13253,20210412,-2.48,0.003,-5.66,0.0079
R1-180,R1,180,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4753.994318,799.4202338,7523,20180920,-2.07,0.004,-6.99,0.004
G7-46.5,G7,46.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4754.3,799.4076543,13254,20210412,-2.35,0.0115,-5.6,0.0196
R1-182.2,R1,182.2,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4755.283693,799.3671731,7524,20180920,-2.24,0.006,-6.66,0.003
R1-184.2,R1,184.2,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4756.455852,799.3189361,7525,20180920,-1.81,0.006,-7.02,0.006
R1-186,R1,186,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4757.510795,799.2755228,7517,20180920,-2.37,0.005,-7.05,0.006
G7-50.5,G7,50.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4758.3,799.2430453,13255,20210412,-2.67,0.0035,-5.11,0.0039
R1-188,R1,188,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4758.682955,799.2272858,7527,20180920,-1.84,0.008,-6.91,0.011
G7-52,G7,52,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4759.8,799.1813169,13256,20210412,-2.15,0.0049,-4.72,0.0126
R1-190.2,R1,190.2,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4759.97233,799.1742251,7528,20180920,-1.62,0.014,-6.92,0.015
G7-52.8,G7,52.8,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4760.6,799.1483951,13257,20210412,-1.06,0.0043,-5.06,0.006
R1-192.2,R1,192.2,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4761.144489,799.1259881,7530,20180920,-0.21,0.003,-6.89,0.009
G7-54,G7,54,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4761.8,799.0990123,13258,20210412,-2.31,0.0103,-6.15,0.0082
G7-54.3,G7,54.3,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4762.1,799.0866667,13261,20210412,-2.12,0.0035,-7.32,0.0106
PD4-2,PD4,2,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4762.183673,799.0832233,9212,20190201,-2.09,0.016,-5.28,0.011
R1-194,R1,194,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4762.199432,799.0825748,7531,20180920,-2.68,0.004,-6.81,0.012
PD4-3.5,PD4,3.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4763.071429,799.0466902,9213,20190201,-2.2,0.005,-5.43,0.018
PD4-5.5,PD4,5.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4764.255102,798.9979793,9215,20190201,-3.07,0.006,-5.54,0.017
R1-197.8,R1,197.8,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4764.426534,798.9909245,7532,20180920,-2.25,0.005,-6.88,0.005
R1-198.9,R1,198.9,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4765.071222,798.9643942,7533,20180920,-2,0.008,-6.83,0.011
R1-200,R1,200,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4765.715909,798.9378638,7534,20180920,-2.07,0.005,-6.67,0.012
R1-202,R1,202,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4766.888068,798.8896268,7535,20180920,-1.43,0.007,-6.62,0.009
PD4-10.5,PD4,10.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4767.214286,798.8762022,9216,20190201,-2.33,0.003,-8.15,0.014
PD4-11.5,PD4,11.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4767.806122,798.8518468,9217,20190201,-3.03,0.003,-9.2,0.007
R1-204,R1,204,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4768.060227,798.8413898,7526,20180920,-1.84,0.007,-6.91,0.012
R1-206,R1,206,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4769.232386,798.7931528,7540,20180922,-0.29,0.007,-6.32,0.008
PD4-14,PD4,14,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4769.285714,798.7909583,9220,20190201,-1.97,0.005,-6.99,0.005
PD4-15,PD4,15,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4769.877551,798.7666028,9214,20190201,-1.83,0.006,-7.69,0.011
R1-208-MATRIX,R1,208,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4770.404545,798.7449158,7541,20180922,-1.35,0.007,-6.58,0.007
R1-208-CLAST,R1,208,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4770.404545,798.7449158,7542,20180922,-0.98,0.006,-6.25,0.02
PD4-16.9-CLAST,PD4,16.9,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4771.002041,798.7203275,9211,20190201,-2.29,0.007,-7.34,0.012
PD4-16.9-BLACK,PD4,16.9,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4771.002041,798.7203275,9219,20190201,-1.88,0.006,-6.04,0.02
PD4-17.8,PD4,17.8,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4771.534694,798.6984077,9221,20190201,-2.29,0.003,-7.26,0.009
R1-210,R1,210,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4771.576705,798.6966788,7544,20180922,-0.39,0.004,-6.37,0.012
PD4-19.4,PD4,19.4,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4772.481633,798.659439,9223,20190201,-0.88,0.004,-7.05,0.008
R1-212,R1,212,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4772.748864,798.6484418,7545,20180922,-0.42,0.007,-6.22,0.008
G7-65.5,G7,65.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4773.3,798.6257613,25308,20240919,-0.29,0.0262,-5.9,0.0281
PD4-21-CLAST,PD4,21,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4773.428571,798.6204703,9227,20190201,-2.63,0.006,-7,0.009
R1-214,R1,214,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4773.921023,798.6002048,7546,20180922,-1.35,0.008,-5.63,0.011
PD4-22,PD4,22,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4774.020408,798.5961149,9229,20190201,-2.21,0.004,-5.24,0.003
PD4-22.4B,PD4,22.4,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4774.257143,798.5863727,9230,20190201,-2.44,0.011,-5.84,0.01
G7-66.5,G7,66.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4774.3,798.5846091,25309,20240919,-0.64,0.0261,-4.86,0.0325
PD4-23,PD4,23,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4774.612245,798.5717595,9228,20190201,-2.26,0.007,-5.33,0.021
R1-216,R1,216,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4775.093182,798.5519678,7548,20180922,-1.78,0.004,-6.52,0.006
G7-67.5,G7,67.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4775.3,798.5434568,25312,20240919,-1.72,0.013,-3.87,0.0215
PD4-24.3,PD4,24.3,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4775.381633,798.5400974,9225,20190201,-2.2,0.009,-5.95,0.015
G7-68.5,G7,68.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4776.3,798.5023045,25313,20240919,-2.5,0.0222,-4.43,0.0164
PD4-26,PD4,26,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4776.387755,798.4986932,9222,20190201,-2.35,0.006,-6.07,0.008
R1-221.1,R1,221.1,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4778.082188,798.4289635,7549,20180922,-2.07,0.005,-6.43,0.004
R1-223.1,R1,223.1,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4779.254347,798.3807265,7543,20180922,-1.8,0.002,-6.24,0.011
PD4-32.5,PD4,32.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4780.234694,798.340383,9232,20190201,-2.12,0.005,-5.4,0.008
R1-225,R1,225,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4780.367898,798.3349013,7550,20180922,-2.22,0.007,-6.63,0.011
PD4-33.3,PD4,33.3,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4780.708163,798.3208986,9233,20190201,-1.64,0.01,-5.4,0.015
PD4-34.5-MATRIX,PD4,34.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4781.418367,798.2916721,9235,20190201,-0.65,0.012,-4.21,0.014
PD4-34.5-CLAST,PD4,34.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4781.418367,798.2916721,9240,20190201,-0.74,0.008,-4.83,0.009
R1-227,R1,227,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4781.540057,798.2866643,7551,20180922,-1.78,0.006,-6.3,0.007
PD4-35.8,PD4,35.8,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4782.187755,798.2600101,9237,20190201,-1.2,0.006,-4.97,0.009
R1-229,R1,229,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4782.712216,798.2384273,7552,20180922,-1.91,0.003,-6.55,0.006
PD4-37.5,PD4,37.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4783.193878,798.2186059,9239,20190201,-2,0.003,-5.86,0.018
PD4-38.8,PD4,38.8,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4783.963265,798.1869438,9238,20190201,-2.2,0.01,-5.92,0.017
R1-231.4,R1,231.4,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4784.118807,798.1805429,7554,20180922,-2.21,0.009,-6.4,0.014
PD4-39.3,PD4,39.3,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4784.259184,798.1747661,9236,20190201,-1.42,0.007,-5.45,0.023
R1-233.5,R1,233.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4785.349574,798.1298941,7556,20180922,-1.95,0.007,-6.4,0.016
PD4-41.8,PD4,41.8,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4785.738776,798.1138776,9231,20190201,-1.94,0.013,-5.54,0.013
PD4-43,PD4,43,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4786.44898,798.084651,9241,20190201,-1.57,0.01,-6.1,0.013
R1-235.4,R1,235.4,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4786.463125,798.0840689,7557,20180922,-2.21,0.006,-6.66,0.008
PD4-44,PD4,44,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4787.040816,798.0602956,9246,20190201,-1.66,0.006,-5.34,0.009
R1-238,R1,238,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4787.986932,798.0213608,7558,20180922,-2.27,0.006,-6.45,0.009
G7-80.5,G7,80.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4788.3,798.0084774,25314,20240919,-2.28,0.0041,-5.97,0.0095
R1-240,R1,240,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4789.159091,797.9731238,7559,20180922,-1.88,0.008,-6.38,0.01
G7-81.5,G7,81.5,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4789.3,797.9673251,25315,20240919,-2.36,0.0085,-4.74,0.0194
R1-242,R1,242,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4790.33125,797.9248868,7553,20180922,-1.75,0.004,-5.31,0.005
PD4-50,PD4,50,Akademikerbreen,Svanbergfjellet,Lower Dolomite,4790.591837,797.9141631,9247,20190201,-2.7,0.006,-6.19,0.01
